	full name	simple name	stigmatizing
800	\Framingham Cohort ( phs000007 )\Tests\Body Composition\ANTI-ANXIETY, SEDATIVE/HYPNOTICS, ETC (LIBRIUM, VALIUM, ETC.)\	ANTI-ANXIETY, SEDATIVE/HYPNOTICS, ETC (LIBRIUM, VALIUM, ETC.)	y
801	\Framingham Cohort ( phs000007 )\Tests\Body Composition\ANTI-ANXIETY, SEDATIVE/HYPNOTICS, ETC. (LIBRIUM, VALIUM, ETC.)\	ANTI-ANXIETY, SEDATIVE/HYPNOTICS, ETC. (LIBRIUM, VALIUM, ETC.)	y
802	\Framingham Cohort ( phs000007 )\Tests\Body Composition\CONJUGATED ESTROGEN USE IN INTERIM (E.G. PREMARIN)\	CONJUGATED ESTROGEN USE IN INTERIM (E.G. PREMARIN)	y
803	\Framingham Cohort ( phs000007 )\Tests\Body Composition\CONJUGATED ESTROGEN USED IN INTERIM (E.G. PREMARIN)\	CONJUGATED ESTROGEN USED IN INTERIM (E.G. PREMARIN)	y
804	\Framingham Cohort ( phs000007 )\Tests\Body Composition\DOSE/DAY OF PREMARIN CONJUGATED ESTROGENS, OR OTHER ORAL ESTROGEN (PICK NEAREST DOSE)\	DOSE/DAY OF PREMARIN CONJUGATED ESTROGENS, OR OTHER ORAL ESTROGEN (PICK NEAREST DOSE)	y
805	\Framingham Cohort ( phs000007 )\Tests\Body Composition\DOSE/DAY OF PREMARIN CONJUGATED ESTROGENS, OR OTHER ORAL ESTROGEN\	DOSE/DAY OF PREMARIN CONJUGATED ESTROGENS, OR OTHER ORAL ESTROGEN	y
806	\Framingham Cohort ( phs000007 )\Tests\Body Composition\DOSE/DAY PREMARIN OR CONJ ESTROGEN\	DOSE/DAY PREMARIN OR CONJ ESTROGEN	y
807	\Framingham Cohort ( phs000007 )\Tests\Body Composition\DOSE/DAY PREMARIN OR CONJUGATED ESTROGEN\	DOSE/DAY PREMARIN OR CONJUGATED ESTROGEN	y
808	\Framingham Cohort ( phs000007 )\Tests\Body Composition\ESTROGEN CREAM USE DURING INTERIM\	ESTROGEN CREAM USE DURING INTERIM	y
809	\Framingham Cohort ( phs000007 )\Tests\Body Composition\ESTROGEN CREAM USE IN INTERIM\	ESTROGEN CREAM USE IN INTERIM	y
810	\Framingham Cohort ( phs000007 )\Tests\Body Composition\ESTROGEN CREAM USE INTERIM\	ESTROGEN CREAM USE INTERIM	y
811	\Framingham Cohort ( phs000007 )\Tests\Body Composition\ESTROGEN REPLACEMENT IN INTERIM (E.G. PREMARIN)\	ESTROGEN REPLACEMENT IN INTERIM (E.G. PREMARIN)	y
812	\Framingham Cohort ( phs000007 )\Tests\Body Composition\ESTROGEN REPLACEMENT IN INTERIM (E.G.PREMARIN)\	ESTROGEN REPLACEMENT IN INTERIM (E.G.PREMARIN)	y
813	\Framingham Cohort ( phs000007 )\Tests\Body Composition\MARITAL STATUS\	MARITAL STATUS	y
814	\Framingham Cohort ( phs000007 )\Tests\Body Composition\MEDICATIONS: ANTI-ANXIETY, SEDATIVE/HYPNOTICS (LIBRIUM, VALIUM)\	MEDICATIONS: ANTI-ANXIETY, SEDATIVE/HYPNOTICS (LIBRIUM, VALIUM)	y
815	\Framingham Cohort ( phs000007 )\Tests\Body Composition\MEDICATIONS: ORAL/PATCH ESTROGEN (FOR WOMEN USERS ALSO SEE ESTROGEN SECTION)\	MEDICATIONS: ORAL/PATCH ESTROGEN (FOR WOMEN USERS ALSO SEE ESTROGEN SECTION)	y
816	\Framingham Cohort ( phs000007 )\Tests\Body Composition\MMSE - EXAMINER ASSESSES SUBJECT MENTAL STATUS\	MMSE - EXAMINER ASSESSES SUBJECT MENTAL STATUS	n
817	\Framingham Cohort ( phs000007 )\Tests\Body Composition\MMSE: APHASIA (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)\	MMSE: APHASIA (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)	y
818	\Framingham Cohort ( phs000007 )\Tests\Body Composition\MMSE: COMA (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)\	MMSE: COMA (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)	y
819	\Framingham Cohort ( phs000007 )\Tests\Body Composition\MMSE: DEPRESSION/POSSIBLE DEPRESSION (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)\	MMSE: DEPRESSION/POSSIBLE DEPRESSION (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)	y
820	\Framingham Cohort ( phs000007 )\Tests\Body Composition\MMSE: EXAMINER'S ASSESSMENT OF SUBJECT'S MENTAL STATUS\	MMSE: EXAMINER'S ASSESSMENT OF SUBJECT'S MENTAL STATUS	n
821	\Framingham Cohort ( phs000007 )\Tests\Body Composition\MMSE: ILLITERATE OR LOW EDUCATION (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)\	MMSE: ILLITERATE OR LOW EDUCATION (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)	y
822	\Framingham Cohort ( phs000007 )\Tests\Body Composition\MMSE: NOT FLUENT IN ENGLISH (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)\	MMSE: NOT FLUENT IN ENGLISH (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)	y
823	\Framingham Cohort ( phs000007 )\Tests\Body Composition\MMSE: OTHER (OTHER THAN THOSE LISTED ABOVE) (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)\	MMSE: OTHER (OTHER THAN THOSE LISTED ABOVE) (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)	y
824	\Framingham Cohort ( phs000007 )\Tests\Body Composition\MMSE: PARKINSONISM OR NEUROLOGICALLY IMPAIRED (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)\	MMSE: PARKINSONISM OR NEUROLOGICALLY IMPAIRED (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)	y
825	\Framingham Cohort ( phs000007 )\Tests\Body Composition\MMSE: POOR EYESIGHT (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)\	MMSE: POOR EYESIGHT (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)	y
826	\Framingham Cohort ( phs000007 )\Tests\Body Composition\MMSE: POOR HEARING (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)\	MMSE: POOR HEARING (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)	y
827	\Framingham Cohort ( phs000007 )\Tests\Body Composition\Medical History - Female Genitourinary Disease 2: Dose/day of premarin conjugated estrogens, or other oral estrogen\	Medical History - Female Genitourinary Disease 2: Dose/day of premarin conjugated estrogens, or other oral estrogen	y
828	\Framingham Cohort ( phs000007 )\Tests\Body Composition\Medical History - Female Genitourinary Disease 2: Estrogen cream use in interim\	Medical History - Female Genitourinary Disease 2: Estrogen cream use in interim	y
829	\Framingham Cohort ( phs000007 )\Tests\Body Composition\Medical History - Female Genitourinary Disease 2: Estrogen replacement in interim\	Medical History - Female Genitourinary Disease 2: Estrogen replacement in interim	y
830	\Framingham Cohort ( phs000007 )\Tests\Body Composition\Medical History - Female Genitourinary Disease 2: Number of days a month taking estrogens\	Medical History - Female Genitourinary Disease 2: Number of days a month taking estrogens	y
831	\Framingham Cohort ( phs000007 )\Tests\Body Composition\Medical History - Female Genitourinary Disease 2: Number of years on estrogen\	Medical History - Female Genitourinary Disease 2: Number of years on estrogen	y
832	\Framingham Cohort ( phs000007 )\Tests\Body Composition\Medical History - Female Genitourinary Disease 2: Patch dose of estrogen\	Medical History - Female Genitourinary Disease 2: Patch dose of estrogen	y
833	\Framingham Cohort ( phs000007 )\Tests\Body Composition\Medical History - Interim Non-cardiovascular Medications I: Oral/patch estrogen (for women users also see estrogen section G088-G096)\	Medical History - Interim Non-cardiovascular Medications I: Oral/patch estrogen (for women users also see estrogen section G088-G096)	y
834	\Framingham Cohort ( phs000007 )\Tests\Body Composition\Medical History - Non-cardiovascular Medications II - Interim Medications: Anti-anxiety, Sedative/Hypnotics etc. (Librium, Valium, etc.)\	Medical History - Non-cardiovascular Medications II - Interim Medications: Anti-anxiety, Sedative/Hypnotics etc. (Librium, Valium, etc.)	y
835	\Framingham Cohort ( phs000007 )\Tests\Body Composition\NON-CARDIOVASCULAR MEDICATIONS: ANTI-ANXIETY, SEDATIVE/ HYPNOTICS (LIBRIUM, VALIUM, ETC.)\	NON-CARDIOVASCULAR MEDICATIONS: ANTI-ANXIETY, SEDATIVE/ HYPNOTICS (LIBRIUM, VALIUM, ETC.)	y
836	\Framingham Cohort ( phs000007 )\Tests\Body Composition\NON-CARDIOVASCULAR MEDICATIONS: ORAL/PATCH ESTROGEN\	NON-CARDIOVASCULAR MEDICATIONS: ORAL/PATCH ESTROGEN	y
837	\Framingham Cohort ( phs000007 )\Tests\Body Composition\NUMBER OF DAYS A MONTH TAKING ESTROGENS\	NUMBER OF DAYS A MONTH TAKING ESTROGENS	y
838	\Framingham Cohort ( phs000007 )\Tests\Body Composition\NUMBER OF YEARS ON ESTROGEN\	NUMBER OF YEARS ON ESTROGEN	y
839	\Framingham Cohort ( phs000007 )\Tests\Body Composition\Numerical Data - Part I - Basic Information: Marital status\	Numerical Data - Part I - Basic Information: Marital status	y
840	\Framingham Cohort ( phs000007 )\Tests\Body Composition\ORAL ESTROGEN\	ORAL ESTROGEN	y
841	\Framingham Cohort ( phs000007 )\Tests\Body Composition\PATCH DOSE OF ESTROGEN\	PATCH DOSE OF ESTROGEN	y
842	\Framingham Cohort ( phs000007 )\Tests\Body Composition\PROGESTERONE USE DURING INTERIM\	PROGESTERONE USE DURING INTERIM	y
843	\Framingham Cohort ( phs000007 )\Tests\Body Composition\PROGESTERONE USE INTERIM\	PROGESTERONE USE INTERIM	y
844	\Framingham Cohort ( phs000007 )\Tests\Body Composition\R IN V5 OR V6: S IN V1 OR V2: ST DEPRESSION\	R IN V5 OR V6: S IN V1 OR V2: ST DEPRESSION	n
845	\Framingham Cohort ( phs000007 )\Tests\Bone Study\CLINICAL DIAGNOSTIC IMPRESSION- DEPRESSION\	CLINICAL DIAGNOSTIC IMPRESSION- DEPRESSION	y
846	\Framingham Cohort ( phs000007 )\Tests\Bone Study\CLINICAL DIAGNOSTIC IMPRESSION: DEPRESSION\	CLINICAL DIAGNOSTIC IMPRESSION: DEPRESSION	y
847	\Framingham Cohort ( phs000007 )\Tests\Bone Study\CONJUGATED ESTROGEN USE IN INTERIM (E.G. PREMARIN)\	CONJUGATED ESTROGEN USE IN INTERIM (E.G. PREMARIN)	y
848	\Framingham Cohort ( phs000007 )\Tests\Bone Study\ESTROGEN CREAM USE IN INTERIM - FEMALE\	ESTROGEN CREAM USE IN INTERIM - FEMALE	y
849	\Framingham Cohort ( phs000007 )\Tests\Bone Study\HOSPITALIZED SINCE LAST EXAM FOR MENTAL OR EMOTIONAL DISEASE\	HOSPITALIZED SINCE LAST EXAM FOR MENTAL OR EMOTIONAL DISEASE	y
850	\Framingham Cohort ( phs000007 )\Tests\Bone Study\MARITAL STATUS\	MARITAL STATUS	y
851	\Framingham Cohort ( phs000007 )\Tests\Bone Study\MEDICATION USE: ANTI-ANXIETY,SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM ETC.)\	MEDICATION USE: ANTI-ANXIETY,SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM ETC.)	y
852	\Framingham Cohort ( phs000007 )\Tests\Bone Study\MEDICATION USE: ANTI-ANXIETY,SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM, ETC.)\	MEDICATION USE: ANTI-ANXIETY,SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM, ETC.)	y
853	\Framingham Cohort ( phs000007 )\Tests\Bone Study\MEDICATION USE: ORAL/PATCH ESTROGEN (FOR WOMEN USERS ALSO SEE ESTROGEN SECTION)\	MEDICATION USE: ORAL/PATCH ESTROGEN (FOR WOMEN USERS ALSO SEE ESTROGEN SECTION)	y
854	\Framingham Cohort ( phs000007 )\Tests\Bone Study\MEDICATION USE: ORAL/PATCH ESTROGEN\	MEDICATION USE: ORAL/PATCH ESTROGEN	y
855	\Framingham Cohort ( phs000007 )\Tests\Bone Study\MMSE - EXAMINER'S ASSESSMENT OF SUBJECT'S MENTAL STATUS\	MMSE - EXAMINER'S ASSESSMENT OF SUBJECT'S MENTAL STATUS	n
856	\Framingham Cohort ( phs000007 )\Tests\Bone Study\NUMBER OF DAYS/MONTH TAKING ESTROGEN - FEMALE\	NUMBER OF DAYS/MONTH TAKING ESTROGEN - FEMALE	y
857	\Framingham Cohort ( phs000007 )\Tests\Bone Study\NUMBER OF DAYS/MONTH TAKING ESTROGENS - FEMALE\	NUMBER OF DAYS/MONTH TAKING ESTROGENS - FEMALE	y
858	\Framingham Cohort ( phs000007 )\Tests\Bone Study\ORAL DOSE/DAY OF PREMARIN OR CONJ. ESTROGEN - FEMALE\	ORAL DOSE/DAY OF PREMARIN OR CONJ. ESTROGEN - FEMALE	y
859	\Framingham Cohort ( phs000007 )\Tests\Bone Study\PATCH DOSE/DAY OF ESTROGEN - FEMALE\	PATCH DOSE/DAY OF ESTROGEN - FEMALE	y
860	\Framingham Cohort ( phs000007 )\Tests\Bone Study\PROGESTERONE USE IN INTERIM - FEMALE\	PROGESTERONE USE IN INTERIM - FEMALE	y
861	\Framingham Cohort ( phs000007 )\Tests\Bone Study\SYSTEMIC ESTROGEN IN INTERIM\	SYSTEMIC ESTROGEN IN INTERIM	y
862	\Framingham Cohort ( phs000007 )\Tests\Bone Study\UNDER MEDICAL CARE BUT NOT HOSPITALIZED SINCE LAST EXAM FOR MENTAL OR EMOTIONAL DISEASE\	UNDER MEDICAL CARE BUT NOT HOSPITALIZED SINCE LAST EXAM FOR MENTAL OR EMOTIONAL DISEASE	y
863	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\ANTI-ANXIETY, SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM ETC.)\	ANTI-ANXIETY, SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM ETC.)	y
864	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\ANTI-ANXIETY, SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM, ETC.)\	ANTI-ANXIETY, SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM, ETC.)	y
865	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\ANTI-ANXIETY, SEDATIVE/HYPNOTICS, ETC (LIBRIUM, VALIUM, ETC.)\	ANTI-ANXIETY, SEDATIVE/HYPNOTICS, ETC (LIBRIUM, VALIUM, ETC.)	y
866	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\ANTI-ANXIETY, SEDATIVE/HYPNOTICS, ETC. (LIBRIUM, VALIUM, ETC.)\	ANTI-ANXIETY, SEDATIVE/HYPNOTICS, ETC. (LIBRIUM, VALIUM, ETC.)	y
867	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\ANTI-ANXIETY, SEDATIVE/HYPNOTICS, ETC\	ANTI-ANXIETY, SEDATIVE/HYPNOTICS, ETC	y
868	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\ASSIST FROM MENTAL HEALTH CLINIC\	ASSIST FROM MENTAL HEALTH CLINIC	y
869	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\CONJUGATED ESTROGEN USE IN INTERIM (E.G. PREMARIN)\	CONJUGATED ESTROGEN USE IN INTERIM (E.G. PREMARIN)	y
870	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\CONJUGATED ESTROGEN USE IN INTERIM -FEMALE\	CONJUGATED ESTROGEN USE IN INTERIM -FEMALE	y
871	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\CONJUGATED ESTROGEN USED IN INTERIM (E.G. PREMARIN)\	CONJUGATED ESTROGEN USED IN INTERIM (E.G. PREMARIN)	y
872	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\DEPRESSION SCALE: FELT EVERYTHING I DID WAS AN EFFORT\	DEPRESSION SCALE: FELT EVERYTHING I DID WAS AN EFFORT	y
873	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\DEPRESSION SCALE: I COULD NOT GET GOING\	DEPRESSION SCALE: I COULD NOT GET GOING	y
874	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\DEPRESSION SCALE: I ENJOYED LIFE\	DEPRESSION SCALE: I ENJOYED LIFE	y
875	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\DEPRESSION SCALE: I FELT DEPRESSED\	DEPRESSION SCALE: I FELT DEPRESSED	y
876	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\DEPRESSION SCALE: I FELT LONELY\	DEPRESSION SCALE: I FELT LONELY	y
877	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\DEPRESSION SCALE: I FELT SAD\	DEPRESSION SCALE: I FELT SAD	y
878	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\DEPRESSION SCALE: I FELT THAT PEOPLE DISLIKED ME\	DEPRESSION SCALE: I FELT THAT PEOPLE DISLIKED ME	y
879	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\DEPRESSION SCALE: I WAS HAPPY\	DEPRESSION SCALE: I WAS HAPPY	y
880	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\DEPRESSION SCALE: MY SLEEP WAS RESTLESS\	DEPRESSION SCALE: MY SLEEP WAS RESTLESS	y
881	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\DEPRESSION SCALE: PEOPLE WERE UNFRIENDLY\	DEPRESSION SCALE: PEOPLE WERE UNFRIENDLY	y
882	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\DOSE/DAY OF PREMARIN CONJUGATED ESTROGENS, OR OTHER ORAL ESTROGEN (PICK NEAREST DOSE)\	DOSE/DAY OF PREMARIN CONJUGATED ESTROGENS, OR OTHER ORAL ESTROGEN (PICK NEAREST DOSE)	y
883	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\DOSE/DAY PREMARIN OR CONJ ESTROGEN\	DOSE/DAY PREMARIN OR CONJ ESTROGEN	y
884	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\DOSE/DAY PREMARIN OR CONJUGATED ESTROGEN\	DOSE/DAY PREMARIN OR CONJUGATED ESTROGEN	y
885	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\ECHO: OTHER CONGENITAL ABNORMALITY\	ECHO: OTHER CONGENITAL ABNORMALITY	n
886	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\ESTROGEN CREAM USE DURING INTERIM\	ESTROGEN CREAM USE DURING INTERIM	y
887	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\ESTROGEN CREAM USE IN INTERIM - FEMALE\	ESTROGEN CREAM USE IN INTERIM - FEMALE	y
888	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\ESTROGEN CREAM USE IN INTERIM\	ESTROGEN CREAM USE IN INTERIM	y
889	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\ESTROGEN CREAM USE INTERIM\	ESTROGEN CREAM USE INTERIM	y
890	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\ESTROGEN REPLACEMENT IN INTERIM (E.G.PREMARIN)\	ESTROGEN REPLACEMENT IN INTERIM (E.G.PREMARIN)	y
891	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\ESTROGEN\	ESTROGEN	y
892	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\EXAMINER ASSESSES SUBJECT'S MENTAL STATUS\	EXAMINER ASSESSES SUBJECT'S MENTAL STATUS	n
893	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\EXAMINER'S ASSESSMENT OF SUBJECT'S MENTAL STATUS\	EXAMINER'S ASSESSMENT OF SUBJECT'S MENTAL STATUS	y
894	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\INABILITY WALK ON TREADMILL\	INABILITY WALK ON TREADMILL	n
895	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\INTERIM HISTORY OF MEDICINE USED: ESTROGEN\	INTERIM HISTORY OF MEDICINE USED: ESTROGEN	y
896	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\MARITAL STATUS\	MARITAL STATUS	y
897	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\MARRIED SAME SPOUSE AT 1ST EXAM\	MARRIED SAME SPOUSE AT 1ST EXAM	y
898	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\MEDICATIONS: ANTI-ANXIETY, SEDATIVE/HYPNOTICS (LIBRIUM, VALIUM)\	MEDICATIONS: ANTI-ANXIETY, SEDATIVE/HYPNOTICS (LIBRIUM, VALIUM)	y
899	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\MEDICATIONS: ORAL/PATCH ESTROGEN (FOR WOMEN USERS ALSO SEE ESTROGEN SECTION)\	MEDICATIONS: ORAL/PATCH ESTROGEN (FOR WOMEN USERS ALSO SEE ESTROGEN SECTION)	y
900	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\MEDICINE USE: ESTROGEN\	MEDICINE USE: ESTROGEN	y
901	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\MMSE - EXAMINER ASSESSES SUBJECT MENTAL STATUS\	MMSE - EXAMINER ASSESSES SUBJECT MENTAL STATUS	n
902	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\MMSE - EXAMINER'S ASSESSMENT OF SUBJECT'S MENTAL STATUS\	MMSE - EXAMINER'S ASSESSMENT OF SUBJECT'S MENTAL STATUS	n
903	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\MMSE: EXAMINER'S ASSESSMENT OF SUBJECT'S MENTAL STATUS\	MMSE: EXAMINER'S ASSESSMENT OF SUBJECT'S MENTAL STATUS	n
904	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\NUMBER OF DAYS A MONTH TAKING ESTROGENS\	NUMBER OF DAYS A MONTH TAKING ESTROGENS	y
905	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\ORAL DOSE/DAY OF PREMARIN OR CONJ. ESTROGEN - FEMALE\	ORAL DOSE/DAY OF PREMARIN OR CONJ. ESTROGEN - FEMALE	y
906	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\ORAL DOSE/DAY OF PREMARIN OR CONJ. ESTROGEN\	ORAL DOSE/DAY OF PREMARIN OR CONJ. ESTROGEN	y
907	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\ORAL ESTROGEN\	ORAL ESTROGEN	y
908	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\ORAL/PATCH ESTROGEN\	ORAL/PATCH ESTROGEN	y
909	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\PATCH DOSE OF ESTROGEN\	PATCH DOSE OF ESTROGEN	y
910	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\PATCH DOSE/DAY OF ESTROGEN - FEMALE\	PATCH DOSE/DAY OF ESTROGEN - FEMALE	y
911	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\PROGESTERONE USE DURING INTERIM\	PROGESTERONE USE DURING INTERIM	y
912	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\PROGESTERONE USE IN INTERIM - FEMALE\	PROGESTERONE USE IN INTERIM - FEMALE	y
913	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\PROGESTERONE USE IN INTERIM\	PROGESTERONE USE IN INTERIM	y
914	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\PROGESTERONE USE INTERIM\	PROGESTERONE USE INTERIM	y
915	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\R IN V5 OR V6: S IN V1 OR V2: ST DEPRESSION\	R IN V5 OR V6: S IN V1 OR V2: ST DEPRESSION	n
916	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\TYPE OF ESTROGEN\	TYPE OF ESTROGEN	y
917	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\YEARS EDUCATION\	YEARS EDUCATION	y
918	\Framingham Cohort ( phs000007 )\Tests\Carbon Monoxide\YEARS MARRIED\	YEARS MARRIED	y
919	\Framingham Cohort ( phs000007 )\Tests\ECG\ANTI-ANXIETY, SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM ETC.)\	ANTI-ANXIETY, SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM ETC.)	y
920	\Framingham Cohort ( phs000007 )\Tests\ECG\ANTI-ANXIETY, SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM, ETC.)\	ANTI-ANXIETY, SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM, ETC.)	y
921	\Framingham Cohort ( phs000007 )\Tests\ECG\ANTI-ANXIETY, SEDATIVE/HYPNOTICS, ETC (LIBRIUM, VALIUM, ETC.)\	ANTI-ANXIETY, SEDATIVE/HYPNOTICS, ETC (LIBRIUM, VALIUM, ETC.)	y
922	\Framingham Cohort ( phs000007 )\Tests\ECG\ANTI-ANXIETY, SEDATIVE/HYPNOTICS, ETC. (LIBRIUM, VALIUM, ETC.)\	ANTI-ANXIETY, SEDATIVE/HYPNOTICS, ETC. (LIBRIUM, VALIUM, ETC.)	y
923	\Framingham Cohort ( phs000007 )\Tests\ECG\ANTI-ANXIETY, SEDATIVE/HYPNOTICS, ETC\	ANTI-ANXIETY, SEDATIVE/HYPNOTICS, ETC	y
924	\Framingham Cohort ( phs000007 )\Tests\ECG\ASSIST FROM MENTAL HEALTH CLINIC\	ASSIST FROM MENTAL HEALTH CLINIC	y
925	\Framingham Cohort ( phs000007 )\Tests\ECG\CDI - ANXIETY\	CDI - ANXIETY	y
926	\Framingham Cohort ( phs000007 )\Tests\ECG\CDI - Anxiety\	CDI - Anxiety	y
927	\Framingham Cohort ( phs000007 )\Tests\ECG\CDI - DEPRESSION\	CDI - DEPRESSION	y
928	\Framingham Cohort ( phs000007 )\Tests\ECG\CDI - Depression\	CDI - Depression	y
929	\Framingham Cohort ( phs000007 )\Tests\ECG\CDI - OTHER MENTAL HEALTH\	CDI - OTHER MENTAL HEALTH	y
930	\Framingham Cohort ( phs000007 )\Tests\ECG\CDI - Other mental health\	CDI - Other mental health	y
931	\Framingham Cohort ( phs000007 )\Tests\ECG\CDI - PSYCHOSIS\	CDI - PSYCHOSIS	y
932	\Framingham Cohort ( phs000007 )\Tests\ECG\CDI - Psychosis\	CDI - Psychosis	y
933	\Framingham Cohort ( phs000007 )\Tests\ECG\CLINICAL DIAGNOSTIC IMPRESSION- DEPRESSION\	CLINICAL DIAGNOSTIC IMPRESSION- DEPRESSION	y
934	\Framingham Cohort ( phs000007 )\Tests\ECG\CLINICAL DIAGNOSTIC IMPRESSION: ANXIETY\	CLINICAL DIAGNOSTIC IMPRESSION: ANXIETY	y
935	\Framingham Cohort ( phs000007 )\Tests\ECG\CLINICAL DIAGNOSTIC IMPRESSION: DEPRESSION\	CLINICAL DIAGNOSTIC IMPRESSION: DEPRESSION	y
936	\Framingham Cohort ( phs000007 )\Tests\ECG\CLINICAL DIAGNOSTIC IMPRESSION: PSYCHOSIS\	CLINICAL DIAGNOSTIC IMPRESSION: PSYCHOSIS	y
937	\Framingham Cohort ( phs000007 )\Tests\ECG\CONJUGATED ESTROGEN USE IN INTERIM (E.G. PREMARIN)\	CONJUGATED ESTROGEN USE IN INTERIM (E.G. PREMARIN)	y
938	\Framingham Cohort ( phs000007 )\Tests\ECG\CONJUGATED ESTROGEN USE IN INTERIM -FEMALE\	CONJUGATED ESTROGEN USE IN INTERIM -FEMALE	y
